"GeneName","GeneID","Accession","RNAFeatureCount","ProteinFeatureCount","RNABaseMean","RNA_log2FC","RNA_pvalue","RNA_padj","ProteinAveExpr","Protein_log2FC","Protein_pvalue","Protein_padj","RNAEffect","ProteinEffect","RNAEvidence","ProteinEvidence","Evidence","NineQuadrant","NineCell","LabelScore"
"Rpl21","ENSMUSG00000041453","O09167","1","1",4155.28868012513,-0.404964056104302,7.44455102188207e-06,0.005204962704886,19.4309506830535,0.0736075014295281,0.325411644468017,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.77114928840257
"Atp1b2","ENSMUSG00000041329","P14231","1","1",9500.00663638438,-0.219635153995888,0.00263583050618145,0.19480689586407,21.3683962884604,0.1947783746173,0.00887359856252706,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.76229589628503
"Sfxn5","ENSMUSG00000033720","Q925N0","1","1",3178.06474564163,-0.287140356522444,8.0728283708741e-05,0.0237838794208752,19.2995600127375,0.173218884863505,0.0770120891884641,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.73715840045959
"Asrgl1","ENSMUSG00000024654","Q8C0M9","1","1",3710.19767559884,-0.327766512113407,3.82389320486232e-05,0.0140543740087549,19.6476157743858,0.105181851595997,0.148514441527983,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.68041980693894
"Klkb1","ENSMUSG00000109764","P26262","1","1",0.694064446327798,0.000902589008806934,0.587205045887343,0.999163298615518,16.0500555369572,-0.488514845332805,0.00227043946569179,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.64425359963689
"Rps14","ENSMUSG00000024608","P62264","1","1",4758.91892254119,-0.335220843655887,6.30845475382043e-06,0.00467848056518676,19.1954319162257,0.0368812901689743,0.512177039611839,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.62047506470194
"Rpl17","ENSMUSG00000062328","Q9CPR4","1","1",4520.03876865904,-0.388828446126416,1.30241551082239e-05,0.00737947000650834,19.7439940662525,0.0790630826999497,0.33727306774389,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.60399316521443
"Rpsa","ENSMUSG00000032518","P14206","1","1",7047.11330866468,-0.48188797227129,1.20021350022993e-05,0.00737947000650834,21.0944179666198,0.066759426321596,0.34390173019383,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.59554046729039
"Rps28","ENSMUSG00000067288","P62858","1","1",1042.02998640898,-0.406086689705194,5.91092737964252e-05,0.0184241036455031,19.9861485328848,0.0935045075330443,0.149276853137496,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.56062116063508
"Rps23","ENSMUSG00000049517","P62267","1","1",1425.21461368833,-0.405373392947121,2.38819241821707e-05,0.0104822151711417,19.5257341403573,0.0936274203421803,0.264444969094622,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.55721162042268
"Txnl4a","ENSMUSG00000057130","P83877","1","1",517.424421334968,-0.0451973005683504,0.174691116909345,0.999163298615518,16.9735301848002,0.267884451707104,0.00295433235356487,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.52990417634104
"Rps11","ENSMUSG00000003429","P62281","1","1",2653.78257918703,-0.408231336254676,3.62068865239938e-05,0.0136614299731848,19.9204332446902,0.0790445110608005,0.227827039425588,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.50689857306576
"Kif1c","ENSMUSG00000020821","O35071","1","1",2240.29829605377,-0.404225115051908,4.73856224156502e-05,0.0161765489094189,11.9337263703891,-0.355956589408727,0.197574547985668,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.49538312781489
"Rps18","ENSMUSG00000008668","P62270","1","1",2067.15183574018,-0.349307137307966,7.50238730885136e-06,0.005204962704886,19.8454917988428,0.0400977062166277,0.619868452047822,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.4912828443187
"Nefm","ENSMUSG00000022054","P08553","1","1",5478.01779010564,0.456732928635139,4.63028907242028e-06,0.00368828248446455,21.7881242950154,0.0350662584012724,0.932487148621134,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.46353296870917
"Scn1a","ENSMUSG00000064329","A2APX8","1","1",2470.49494406798,0.473246930325632,2.63244838633744e-05,0.0111011896950901,15.9825190631267,0.246135724611802,0.311580841833764,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.46105972977533
"Rpl11","ENSMUSG00000059291","Q9CXW4","1","1",3610.67537549654,-0.34946342151457,4.2230054516981e-06,0.00363296712998685,19.3857150736168,-0.00167234008515038,0.976195262548665,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.45020183578236
"Fads2","ENSMUSG00000024665","Q9Z0R9","1","1",2882.18601827991,-0.378905718604911,1.39567671335692e-05,0.00750420476854181,14.5093833246122,0.151299888464553,0.486883808175269,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.43726999192441
"Rpl14","ENSMUSG00000025794","Q9CR57","1","1",3790.57776876127,-0.336229847305441,9.85562550036565e-05,0.0258992660011961,19.2244033434166,0.120133136289674,0.144544732866895,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.42671027304278
"Gstt2","ENSMUSG00000033318","Q61133","1","1",26.9589450452343,-0.00781985690566488,0.527780968450859,0.999163298615518,14.0308882828409,0.436211048927106,0.00383290700345959,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.41683524465678
"Mlc1","ENSMUSG00000035805","Q8VHK5","1","1",3532.84662024096,-0.445326211572754,1.53375538651575e-05,0.00785392311852244,16.9438235982516,0.0685704704340289,0.490733119461653,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.41406798492019
"Rpl35a","ENSMUSG00000060636","O55142","1","1",2586.5500883569,-0.445533044955283,2.97294211672117e-05,0.0120639747366646,18.6718332867907,0.0679949952760204,0.332612733798394,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.39657070913513
"Agt","ENSMUSG00000031980","P11859","1","1",193.193300665824,-0.0285430690790836,0.00021502029738585,0.0431821510688712,11.8484364793944,0.567844180255026,0.0955772455551221,0.999906683574988,"Stable","Up",FALSE,FALSE,"Neither","Protein-specific","RNA stable / Protein up",2.38434121717284
"Rpl30","ENSMUSG00000058600","P62889","1","1",2147.12018971694,-0.379960825069325,0.000106401492997811,0.0272425822607609,21.1004390952659,0.0913506466928524,0.156886290400433,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.36916673487867
"Rpl13a","ENSMUSG00000074129","P19253","1","1",7902.29455897332,-0.352150543062042,1.3381658541583e-05,0.00737947000650834,19.5086753976734,0.0381503646790264,0.589255792407575,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.36167096773488
"Mif","ENSMUSG00000033307","P34884","1","1",1971.23989632866,-0.00688315872283958,0.835576967503118,0.999163298615518,22.4368828003298,0.194637335935699,0.00457456484446941,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.34001373879729
"Rab3ip","ENSMUSG00000064181","Q68EF0","1","1",698.536882295394,-0.00392724725404872,0.85685541409593,0.999163298615518,15.9398754822384,-0.414095997443775,0.00465981084551348,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.33199523905208
"Pfdn5","ENSMUSG00000001289","Q9WU28","1","1",1887.22574029401,-0.328381766308684,2.25923075183871e-05,0.0102267176040059,17.6123114881056,-0.0802480348421284,0.469134646235636,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.31896622892559
"Rps3","ENSMUSG00000030744","P62908","1","1",5982.16637198915,-0.282818300835452,0.000107808465655667,0.027278078480664,19.9748904166353,0.0899919928018456,0.182650590069739,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.30256514588219
"Rps25","ENSMUSG00000009927","P62852","1","1",2829.39429085028,-0.237766892034976,0.00204671178505216,0.170614846360918,20.0449078182949,0.17609534315935,0.0313595021966779,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.27161402055986
"S100a1","ENSMUSG00000044080","P56565","1","1",807.023451438897,-0.304700608872943,0.000653919589436612,0.0863707550341074,19.7966288416327,-0.131721472844475,0.0641325249513182,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.25655494508701
"Cept1","ENSMUSG00000040774","Q8BGS7","1","1",672.919843554114,0.0606310060586721,0.122845801577551,0.93160953967856,16.3990753067432,0.283306900264026,0.00644256681965168,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.22170714137061
"Fgfr3","ENSMUSG00000054252","Q61851","1","1",2185.21037103051,-0.29529638248288,0.000255875587754748,0.045793227034758,14.8263318105675,0.196700158701251,0.131344518947429,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.220786796554
"Prdx6","ENSMUSG00000026701","O08709","1","1",4068.13373881901,-0.186692832742163,0.00815952644876153,0.338052549246008,22.6553982993566,0.182720764730124,0.0183073713803739,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.20838979305592
"Rps21","ENSMUSG00000039001","Q9CQR2","1","1",3293.44169833184,-0.412899897395127,1.30822118526013e-05,0.00737947000650834,18.968228069429,-0.0132629392147976,0.852135338326815,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.20146625207232
"Plpp3","ENSMUSG00000028517","Q99JY8","1","1",4429.80447971285,-0.307570314231342,0.000234096648810301,0.0441641809295013,18.769709137853,0.145988328873198,0.142825524968043,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.20012399056969
"Ccdc9","ENSMUSG00000041375","Q8VC31","1","1",659.745629531759,-0.00842926282402829,0.770813097278348,0.999163298615518,17.5170883458447,0.291899518695224,0.00635021601157505,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.19757502821321
"Ndrg2","ENSMUSG00000004558","Q9QYG0","1","1",12116.9918642453,-0.382725840021816,0.00335824476543038,0.219531216322526,21.4568575293236,0.182606125391146,0.0290637012528587,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.19515279562194
"Tle5","ENSMUSG00000054452","P63002","1","1",7419.02050901077,-0.16746163928733,0.00158889195726234,0.143581089600172,15.951067271445,-0.179502826899117,0.0465556930664352,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.17492995894243
"Nyap1","ENSMUSG00000045348","Q6PFX7","1","1",1415.45938911578,-0.0174250226883967,0.563197693466251,0.999163298615518,18.7395873175336,0.270901607176825,0.00717778839835671,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.14437287573932
"Dync1h1","ENSMUSG00000018707","Q9JHU4","1","1",10515.2767647596,0.287203155248931,8.87913536792125e-05,0.0248004629036211,20.9808562564097,-0.0855400354839801,0.301149180767776,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.12675852686573
"Golga3","ENSMUSG00000029502","P55937","1","1",1201.90990887652,0.0415178723330196,0.270162746507867,0.999163298615518,17.8726830702274,0.209410834927326,0.00758948592114546,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.12015116722981
"Thy1","ENSMUSG00000032011","P01831","1","1",12874.3261443302,0.0422613519935292,0.253419894052475,0.999163298615518,23.6657426990028,0.158233970852329,0.00761676248666572,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.11859311368781
"Rps4x","ENSMUSG00000031320","P62702","1","1",3831.81639440438,-0.289416271808777,7.78436225806096e-05,0.0235800393076221,19.9668703274951,0.0977140686392985,0.323181301689738,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.11800924943647
"Slc1a2","ENSMUSG00000005089","P43006","1","1",53059.8555241212,-0.215573936430362,0.00346563739911889,0.222493921023433,23.6673435447614,0.137762139425352,0.0345715010143089,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.11396361430036
"Tmem68","ENSMUSG00000028232","Q9D850","1","1",828.223285154246,0.0364617750933654,0.264291772883405,0.999163298615518,16.305013447323,0.260795345980625,0.00801589352613936,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.09641158700146
"Maob","ENSMUSG00000040147","Q8BW75","1","1",485.97516833387,-0.0563241058272482,0.124147768732924,0.934422577803144,18.3368413306954,-0.241216245356593,0.00867785961574131,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.09104405640737
"Sccpdh","ENSMUSG00000038936","Q8R127","1","1",1312.02371916477,0.00530652478648984,0.830321677480489,0.999163298615518,18.5003008901096,-0.308927719269875,0.00827452504792966,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.08262045193987
"Atp5f1e","ENSMUSG00000016252","P56382","1","1",1499.29475160212,-0.266696496316484,0.000216844390916357,0.0431821510688712,21.3220293048382,-0.102459092328324,0.197595569682625,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.06891852460141
"Rps16","ENSMUSG00000037563","P14131","1","1",1588.66268206342,-0.273813213362498,0.000906509130957371,0.103703680210107,20.1309374996072,0.098002895040878,0.0831843064098149,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.06416443138582
"Sncb","ENSMUSG00000034891","Q91ZZ3","1","1",8303.9198052311,0.0310079714350048,0.316237290739804,0.999163298615518,23.3309735994384,0.153616016356981,0.00864738484850282,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.06347873938432
"Bcl11b","ENSMUSG00000048251","Q99PV8","1","1",2554.44605400301,-0.00925952744782039,0.613785174402429,0.999163298615518,14.8965724647363,-0.417721582055876,0.00898979785935285,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.04661360040923
"Tubb2b","ENSMUSG00000045136","Q9CWF2","1","1",2266.43825570748,-0.409791576591749,3.23831395559606e-05,0.0126629851350917,21.7484174379121,0.0620158660106966,0.710195715053478,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.04608585526853
"Pym1","ENSMUSG00000064030","Q8CHP5","1","1",280.390848007676,0.00500089811699147,0.822158146484218,0.999163298615518,15.5360008241253,0.309330473925526,0.00929903551953982,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.03192562030708
"Stk16","ENSMUSG00000026201","O88697","1","1",760.265359573597,-0.158086755796627,0.0113343296080341,0.399618732590145,12.0661745666983,0.431759634497576,0.023716068714136,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.023311461928
"Phkb","ENSMUSG00000036879","Q7TSH2","1","1",604.69065369877,-0.0480428605045598,0.1650300254564,0.989773780097185,18.5980402188996,0.254798753646838,0.00960418038990277,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.02200374661243
"Nudcd2","ENSMUSG00000020328","Q9CQ48","1","1",216.974616152002,-0.00358977421625159,0.86796813866401,0.99955764995295,16.2330974147193,-0.244464412651997,0.00961204925098578,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.01737616527669
"Prxl2a","ENSMUSG00000021792","Q9CYH2","1","1",1977.85300947143,-0.402851005133218,0.000458312276171433,0.0714269719102827,19.2526955477585,0.177940931530298,0.137898505947302,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.0065782001896
"Cntn4","ENSMUSG00000064293","Q69Z26","1","1",828.639052605177,0.0644914705370728,0.00759364644794769,0.323502237585758,17.8320856392521,-0.234263302490795,0.0306048622786636,0.999906683574988,"Stable","Stable",FALSE,FALSE,"Neither","Stable in both","RNA stable / Protein stable",2.00433228155416
